Site,Date,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,FCW_Number,Year,site_code,Lat,Long,location,Campaign,watershed,status,Buffer_Level,Watershed_Level,distance_upstream_km,season,Distance,Xdistance,order
Poudre at Timberline,6/22/22,14.2,17.6,1.3,3.59,0.65,7.34,800.34,134.22,7.5,0.06,1,3.3,14.06,0.14,4.34,0.96,0,17.86,1515,2022,TIMB,40.5754289,-105.0333903,Mainstem,Mainstem,CLP  Mainstem-Fort Collins,Partially Burned,NA,NA,NA,SUMMER,NA,NA,NA
Joe Wright Inlet,6/22/22,2.39,3,0.25,3.41,0.51,7.22,299.51,44.31,1.15,0.04,0.5,1.36,6.61,0.12,0.84,0.47,0,3.47,1511,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Barnes Meadow Outflow,6/23/22,8.99,4.4,1.85,6.22,0.45,7.34,466.31,73.02,2.25,0.18,1.29,1.59,10.85,0.08,1.72,0.77,0,7.91,1533,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,6/23/22,0.29,0,1.72,6.66,0.44,7.57,526.75,80.44,2.28,0.06,1.3,1.6,11.1,0.02,1.7,0.39,0,7.76,1534,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,6/23/22,5.69,2.8,0.74,3.82,0.35,7.4,323.42,43.86,1.41,0.03,0.72,1.32,6.39,0.06,0.57,0.47,0,2.29,1532,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,6/23/22,8.22,9.39,3.13,4.07,0.21,7.36,316.75,42.33,1.32,0.06,0.82,1.03,6.22,0.07,0.62,0.54,0,2.22,1535,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,6/23/22,0.99,1.58,2.93,3.36,0.32,7.41,376.25,47.84,1.45,0.07,0.88,1.12,6.55,0.04,0.62,0.62,0,2.22,1536,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,6/23/22,2.5,1.2,1.24,6.13,0.42,7.11,273.48,36.56,1.37,0.04,1.2,0.72,4.87,0.02,0.58,0.24,0,2.35,1529,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,6/23/22,0.22,0.34,0.74,6.23,0.51,7.01,201.57,32.12,1.36,0.04,1.16,0.73,4.7,0.04,0.57,0.26,0,2.32,1528,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,6/23/22,3.53,2,0.92,3.44,0.39,7.6,413.61,51.75,1.94,0.03,0.97,1.44,6.49,0.11,0.7,0.38,0,2.69,1531,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,6/23/22,6.47,2.45,0.3,3.22,0.54,7.39,324.8,46.62,1.17,0.03,0.5,1.41,6.82,0.14,0.27,0.48,0,3.94,1530,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,6/23/22,5.4,3.2,0.85,4.02,0.54,7.18,247.35,38.29,0.86,0.01,0.57,1,6.12,0.21,0.18,0.6,0,4.43,1527,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,6/23/22,5.43,2,0.8,4.02,0.34,7.15,222.96,38.13,0.94,0.01,0.59,1.04,6.21,0.12,0.19,0.61,0,4.38,1526,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Sleeping Elephant,6/27/22,5.15,2.6,NA,3.68,0.3,7.21,392.36,48.39,1.35,0.09,0.83,1.24,6.72,0.01,0.66,0.62,0,2.34,1537,2022,SLEP,40.682439,-105.771986,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,73.161,SUMMER,20 - SLEP,21,21
Barnes Meadow Outflow,6/28/22,6.5,5.89,0.71,6.79,0.44,7.29,465.85,78.85,2.21,0.21,1.25,1.36,11.6,0.07,1.76,0.74,0,7.7,1546,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,6/28/22,2.64,0.8,1.92,6.16,0.57,7.79,543.98,83.18,2.23,0.07,1.25,1.38,12.84,0.02,1.69,0.38,0,7.59,1547,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,6/28/22,3.75,1,0.59,3.92,0.32,7.41,327.57,41.46,1.18,0.03,0.65,1.52,5.41,0.04,0.59,0.33,0,1.89,1541,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,6/28/22,3.04,1.96,1.1,3.29,0.24,7.43,328.63,41.83,1.29,0.05,0.76,0.95,5.41,0.08,0.63,0.23,0,2.06,1548,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,6/28/22,3.45,0.6,1.75,3.16,0.25,7.41,371.34,44.39,1.49,0.07,0.86,1,6.42,0.05,0.56,0.62,0,2.13,1549,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,6/28/22,2.68,2.91,1.25,5.89,0.48,7.16,277.31,34.38,1.4,0.1,1.15,0.62,4.13,0.02,0.58,0.26,0,2.26,1545,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,6/28/22,4.42,2,0.69,6.45,0.52,7.05,231.16,31.28,1.35,0.06,1.11,0.63,3.97,0.04,0.55,0.23,0,2.22,1544,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,6/28/22,2.89,1.4,1.1,3.48,0.34,7.35,425.2,58,2.76,0.02,1.13,1.69,7.41,0.1,0.84,0.24,0.13,3.06,1540,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,6/28/22,6.43,18.79,0.53,3.01,0.38,7.33,303.14,42.22,1.19,0.02,0.64,1.45,6.59,0.14,0.36,0.66,0,2.39,1539,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,6/28/22,3.29,0.8,1.06,3.88,0.48,7.15,223.5,36.4,0.85,0.02,0.52,0.85,5.15,0.19,0.15,0.6,0,4.7,1543,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,6/28/22,4.14,1,0.89,3.55,0.31,7.16,268.23,39.17,0.89,0.02,0.55,0.82,5.71,0.17,0.27,0.56,0,4.59,1542,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Comanche Inflow,6/29/22,0.53,0.91,0.36,2.99,0.22,7.01,165.11,21.32,1.25,0.04,0.28,0.51,2.88,0.02,0.23,0.56,0,0.67,1550,2022,COMI,40.5858963,-105.6626,Inflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.173174601,72.236,SUMMER,11 - COMI,12,12
Comanche Outflow,6/29/22,5.65,2.31,7.2,3.39,0.35,7.06,147.25,21.17,1.32,0.01,0.33,0.6,2.89,0.05,0.23,0.6,0,0.91,1553,2022,COMO,40.5846048,-105.6440011,Outflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,61.499,SUMMER,13 - COMO,14,14
Comanche Reservoir,6/29/22,6.27,7.2,5.53,2.96,0.25,7.04,167.07,22.54,1.35,0.04,0.36,0.59,2.98,0.06,0.26,0.47,0,0.98,1551,2022,COMR,40.5853086,-105.6455009,Reservoir,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,70.774,SUMMER,12 - COMR,13,13
Hourglass Inflow,6/29/22,2.02,1.2,0.29,2.31,0.44,6.88,150.26,18.78,1,0.02,0.28,0.48,2.15,0.06,0.16,0.57,0,0.72,1552,2022,HORI,40.5805091,-105.6409321,Inflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.050851143,61.499,SUMMER,14 - HORI,15,15
Hourglass Outflow,6/29/22,2.21,3.33,2.3,3.58,0.15,6.93,123.45,18.72,1.08,0.02,0.38,0.54,2.39,0.06,0.24,0.22,0,0.9,1554,2022,HORO,40.5828742,-105.6309523,Outflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,SUMMER,16 - HORO,17,17
Hourglass Reservoir,6/29/22,0.41,0.82,1.93,2.95,0.17,7.09,142.35,19.12,0.99,0.03,0.34,0.52,2.29,0.07,0.24,0.21,0,0.82,1555,2022,HORR,40.582032,-105.6314023,Reservoir,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,SUMMER,15 - HORR,16,16
Beaver,6/29/22,1.03,6.81,1.55,2.93,0.26,7.01,145.36,20.88,1.22,0.03,0.35,0.6,2.67,0.06,0.24,0.36,0,0.91,1556,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,SUMMER,17 - BEAV,18,18
Poudre South Fork,6/29/22,2.94,4.63,0.83,3.38,0.2,7.06,201.16,23.63,1.39,0.03,0.37,0.66,2.7,0.12,0.28,0.36,0,1.06,1557,2022,SFM,40.61825,-105.525583,Mainstem,South Fork,CLP Mainstem-Canyon,Partially Burned,NA,NA,53.476,SUMMER,22 - SFM,23,23
Barnes Meadow Outflow,7/5/22,7.02,1.4,1.35,6.09,1,7.4,516.07,79.17,2.21,0.25,1.27,1.52,10.47,0.07,1.78,0.65,0,7.68,1578,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,7/5/22,14.33,31.8,5.04,6.64,0.45,7.68,516.16,78.31,2.26,0.06,1.27,1.52,10.87,0.02,1.69,0.3,0,7.6,1579,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,7/5/22,3.42,1.2,0.66,3.13,0.32,7.44,316.43,41.68,1.37,0.02,0.73,1.23,5.5,0.05,0.57,0.37,0,2.18,1573,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,7/5/22,6.39,2.4,3.83,3.11,0.11,7.49,316.94,39.37,1.17,0.03,0.74,1.05,5.53,0.08,0.49,0.09,0,1.78,1580,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,7/5/22,3.97,1.2,1.13,2.94,0.3,7.42,438.26,51.35,1.5,0.04,0.92,1.22,7,0.08,0.56,0.71,0,2.12,1581,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Reservoir,7/5/22,4.14,0.81,0.82,7.18,0.38,6.97,248.79,31.32,1.32,0.04,1.13,0.69,4.33,0.04,0.53,0.25,0,2.1,1576,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Outlet,7/5/22,2.73,0.4,0.62,6.76,0.35,7.21,300.54,35.56,1.35,0.05,1.14,0.67,4.43,0.02,0.52,0.25,0,2.11,1577,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,7/5/22,2.05,1.6,1.73,3.46,0.3,7.37,385.44,46.75,1.34,0.01,0.65,1.21,5.72,0.11,0.64,0.19,0.2,2.38,1572,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Poudre Below Rustic,7/5/22,3847.3,4350.8,NA,3.66,0.37,7.22,312.97,51.23,1.45,0.02,2.44,2.05,6.42,0.01,0.71,0.48,0.66,3.28,1582,2022,PBR,40.700221,-105.544028,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,47.262,SUMMER,21 - PBR,22,22
Joe Wright Inlet,7/5/22,1.85,1,0.44,1.9,0.33,7.35,372.28,55,1.21,0.02,0.42,1.48,7.43,0.12,0.27,0.5,0,4.61,1571,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,7/5/22,1.85,1.4,1.05,3.29,0.31,7.15,212.02,39.93,0.82,0.02,0.54,1.03,6.11,0.19,0.16,0.54,0,5.44,1575,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,7/5/22,3.05,1.2,0.53,3.32,0.28,7.15,337,43.67,0.8,0.01,0.54,1.04,5.86,0.18,0.17,0.54,0,5.32,1574,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Beaver,7/6/22,2.95,3,NA,2.84,0.21,6.89,167.99,23.89,1.31,0.02,0.38,0.71,3.42,0.07,0.24,0.37,0,0.79,1583,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,SUMMER,17 - BEAV,18,18
JWC-Joe Wright @ Aspen Glen Campground,7/11/22,1.63,0.8,1.75,3.05,0.42,7.37,347.99,40.99,1.22,0.04,0.74,1.08,5.57,0.02,0.51,0.26,0,1.79,1600,2022,JWC,40.62055,-105.8183,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,80.916,SUMMER,18 - JWC,19,19
Poudre at Bellvue Diversion,7/11/22,8.1,18.6,1.02,3.18,0.25,7.67,465.99,58.23,2.11,0.04,0.73,1.64,7.5,0.15,1.3,0.35,0,3.05,1598,2022,PBD,40.663976,-105.215337,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,0,SUMMER,25 - PBD,26,26
Poudre Below Rustic,7/11/22,5.26,13,1.01,2.67,0.2,7.12,252.56,36.51,1.3,0.03,0.63,1.14,5.3,0.01,0.39,0.45,0,2.74,1595,2022,PBR,40.700221,-105.544028,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,47.262,SUMMER,21 - PBR,22,22
Poudre Above Joe Wright,7/11/22,2.97,2.6,0.62,3.32,0.34,7.02,244.31,37.67,0.99,0.02,0.49,1.07,5.35,0.02,0.26,0.63,0,3.94,1594,2022,PJW,40.634567,-105.807017,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,80.916,SUMMER,19 - PJW,20,20
Poudre Above North Fork,7/11/22,9.46,23.4,0.89,2.86,0.24,7.35,356.88,41.23,1.41,0.01,0.64,1.15,5.18,0.12,0.48,0.35,0,2.51,1597,2022,PNF,40.702459,-105.241588,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,7.471,SUMMER,24 - PNF,25,25
Poudre Below S. Fork,7/11/22,7.74,19.2,0.84,2.7,0.24,7.02,354.22,42.12,1.35,0.03,0.64,1.17,5.37,0.01,0.42,0.4,0,2.73,1596,2022,PSF,40.694953,-105.448748,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,33.951,SUMMER,23 - PSF,24,24
Sleeping Elephant,7/11/22,1.4,3.2,0.87,2.72,0.24,7.34,321.78,39.7,1.08,0.02,0.57,1.05,5.29,0.01,0.28,0.56,0,2.76,1599,2022,SLEP,40.682439,-105.771986,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,73.161,SUMMER,20 - SLEP,21,21
Barnes Meadow Outflow,7/12/22,4.5,0.67,0.8,6.26,0.82,7.3,538.51,78.45,2.31,0.23,1.2,1.46,10.23,0.06,1.72,0.34,0,7.6,1608,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,7/12/22,4.5,0.67,3.67,6.43,0.41,7.44,522.91,75.67,2.11,0.04,1.24,1.34,10.22,0.02,1.54,0.24,0,7.44,1609,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,7/12/22,0.83,0.8,0.7,2.99,0.28,7.21,358.56,41.21,1.2,0.02,0.78,1.13,5.21,0.03,0.54,0.32,0,2.01,1603,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,7/12/22,4.25,3,3.18,3,0.12,7.41,368.59,42.34,1.29,0.03,0.78,1.08,5.67,0.07,0.48,0.08,0,1.78,1610,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,7/12/22,4.25,3,1.18,2.86,0.38,7.33,428.11,49.34,1.58,0.04,0.91,1.03,6.42,0.04,0.54,0.33,0,2.01,1611,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,7/12/22,0.44,2.4,2.02,7.14,0.4,7.04,310.99,37.69,1.42,0.04,1.19,0.72,4.78,0.02,0.5,0.12,0,2.1,1607,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,7/12/22,0.9,0.6,0.62,7.06,0.39,7.03,256.31,34.55,1.31,0.03,1.18,0.73,4.56,0.03,0.54,0.13,0,2.03,1606,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,7/12/22,0.33,1,1.2,3.28,0.25,7.22,344.81,40.33,1.17,0.02,0.59,1.13,5.01,0.1,0.53,0.07,0,2.03,1602,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,7/12/22,0.43,0.1,0.27,1.1,0.2,7.44,398.33,53.41,1.47,0.02,0.45,1.49,7.56,0.09,0.39,0.44,0,4.56,1601,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,7/12/22,0.79,1.2,0.69,2.66,0.45,7.09,239.78,42.34,0.84,0.02,0.56,1.14,6.45,0.2,0.17,0.44,0,5.66,1605,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,7/12/22,0.47,1.2,1.23,3.34,0.21,7.06,303,45,0.9,0.01,0.59,1.09,5.99,0.2,0.27,0.44,0,5.56,1604,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Comanche Inflow,7/18/22,2.61,2,0.58,3.12,0.36,7.01,175.41,19.77,1.04,0.01,0.3,0.45,2.3,0.02,0.15,0.48,0,0.6,1619,2022,COMI,40.5858963,-105.6626,Inflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.173174601,72.236,SUMMER,11 - COMI,12,12
Comanche Outflow,7/18/22,8.74,4,5.1,3.45,0.21,6.93,194.56,21.71,1.08,0.05,0.34,0.48,2.43,0.02,0.17,0.23,0,0.72,1622,2022,COMO,40.5846048,-105.6440011,Outflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,61.499,SUMMER,13 - COMO,14,14
Comanche Reservoir,7/18/22,15.43,16.6,12.46,3.32,0.17,7.02,235,27.12,1.57,0.01,0.41,0.66,3.42,0.02,0.2,0.25,0,0.87,1620,2022,COMR,40.5853086,-105.6455009,Reservoir,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,70.774,SUMMER,12 - COMR,13,13
Hourglass Inflow,7/18/22,0.6,0.2,0.57,1.89,0.27,6.77,178.45,21.01,1.07,0.03,0.33,0.49,2.44,0.05,0.16,0.26,0,0.66,1621,2022,HORI,40.5805091,-105.6409321,Inflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.050851143,61.499,SUMMER,14 - HORI,15,15
Hourglass Outflow,7/18/22,2.05,1.4,1.2,1.89,0.11,7,240.34,29.07,1.62,0.01,0.41,0.76,3.67,0.02,0.24,0.14,0,0.97,1624,2022,HORO,40.5828742,-105.6309523,Outflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,SUMMER,16 - HORO,17,17
Hourglass Reservoir,7/18/22,4.45,2,1.5,2.38,0.16,6.89,220.67,26.56,1.6,0.01,0.42,0.73,3.39,0.02,0.23,0.14,0,0.95,1623,2022,HORR,40.582032,-105.6314023,Reservoir,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,SUMMER,15 - HORR,16,16
Beaver,7/18/22,6.26,5.6,0.9,2.94,0.24,6.99,201.89,27.01,1.67,0.01,0.41,0.74,3.73,0.07,0.26,0.14,0,0.8,1625,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,SUMMER,17 - BEAV,18,18
Poudre South Fork,7/18/22,5.98,0,0.8,2.66,0.32,7,249.89,29.77,1.66,0.01,0.42,0.74,3.78,0.07,0.26,0.15,0,1.05,1628,2022,SFM,40.61825,-105.525583,Mainstem,South Fork,CLP Mainstem-Canyon,Partially Burned,NA,NA,53.476,SUMMER,22 - SFM,23,23
Barnes Meadow Outflow,7/19/22,0.71,0.86,3.06,6.54,0.77,6.95,581.29,83.31,2.3,0.42,1.22,1.51,11.12,0.06,1.74,0.29,0,7.64,1647,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,7/19/22,5.56,4.16,5.25,6.77,0.31,7.09,514.91,76.19,2.33,0.05,1.19,1.51,10.95,0.02,1.64,0.17,0,8.35,1648,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,7/19/22,7.8,0.37,0.83,3.1,0.24,7.08,424,48.78,1.58,0.02,0.69,1.24,6.68,0.03,0.59,0.3,0,1.97,1646,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,7/19/22,15.41,13.6,2.62,3.1,0.17,7.19,335.23,38.63,1.12,0.07,0.54,0.84,5.16,0.06,0.35,0.09,0,1.39,1649,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,7/19/22,5.46,4,2.4,3.06,0.31,7.26,445.65,48.19,1.39,0.06,0.81,1.04,6.23,0.02,0.44,0.43,0,1.7,1650,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,7/19/22,2.34,2.93,2.31,7.28,0.54,7.04,310.3,37.23,1.67,0.04,1.02,0.65,5.03,0.06,0.5,0.11,0,2.01,1642,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,7/19/22,3.03,2.55,1.1,7.53,0.47,7.13,276.56,38.77,1.43,0.04,1.03,0.68,5.98,0.02,0.48,0.12,0,2.02,1641,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,7/19/22,6.22,4.2,2.09,3.62,0.22,7.19,421,50.77,1.43,0.03,0.62,1.34,6.91,0.09,0.56,0.09,0,2.67,1645,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,7/19/22,1.53,0.56,0.4,1.07,0.22,7.3,420.12,56.71,1.3,0.03,0.41,1.48,8.14,0.05,0.33,0.47,0,5.34,1643,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Reservoir,7/19/22,2.1,1.2,1.66,2.78,0.3,7,295.61,46.56,0.88,0.04,0.47,1.08,6.08,0.18,0.13,0.38,0,6.75,1639,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Outlet,7/19/22,1.72,1.2,2.23,2.75,0.48,6.99,299.71,52.88,0.88,0.05,0.47,1.28,7.9,0.12,0.13,0.66,0,8.55,1640,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
