SurfTemp,sd_SurfTempSD,min_SurfTempMin,max_SurfTempMax,pCount_SurfTemp,system:index
,,,,0,1_1_1_LT05_033032_19870514_2897339
,,,,0,1_1_1_LT05_033032_19870514_167246041
,,,,0,1_1_1_LT05_033032_19870514_2897311
,,,,0,1_1_1_LT05_033032_19870514_2897379
287.41955594,0.19664995213512904,286.8145664,287.42297396000004,25,1_1_1_LT05_033032_19870514_2897349
,,,,0,1_1_1_LT05_033032_19870530_2897135
,,,,0,1_1_1_LT05_033032_19870530_2896951
,,,,0,1_1_1_LT05_033032_19870530_2897377
,,,,0,1_1_1_LT05_033032_19870530_2897339
,,,,0,1_1_1_LT05_033032_19870530_167246041
,,,,0,1_1_1_LT05_033032_19870530_2897311
,,,,0,1_1_1_LT05_033032_19870530_2897379
283.13335886,0.0,283.13335886,283.13335886,25,1_1_1_LT05_033032_19870530_2897349
,,,,0,1_1_1_LT05_033032_19870615_2897135
,,,,0,1_1_1_LT05_033032_19870615_2896951
,,,,0,1_1_1_LT05_033032_19870615_2897377
,,,,0,1_1_1_LT05_033032_19870615_2897339
,,,,0,1_1_1_LT05_033032_19870615_167246041
,,,,0,1_1_1_LT05_033032_19870615_2897311
,,,,0,1_1_1_LT05_033032_19870615_2897379
295.11351895999996,0.2291852529079848,295.11351895999996,295.6501481,25,1_1_1_LT05_033032_19870615_2897349
,,,,0,1_1_1_LT05_033032_19870701_2897135
,,,,0,1_1_1_LT05_033032_19870701_2896951
,,,,0,1_1_1_LT05_033032_19870701_2897377
,,,,0,1_1_1_LT05_033032_19870701_2897339
,,,,0,1_1_1_LT05_033032_19870701_167246041
,,,,0,1_1_1_LT05_033032_19870701_2897311
,,,,0,1_1_1_LT05_033032_19870701_2897379
293.92062998,0.9379532764601155,291.09392744,294.47776724,25,1_1_1_LT05_033032_19870701_2897349
,,,,0,1_1_1_LT05_033032_19870802_2897135
,,,,0,1_1_1_LT05_033032_19870802_2896951
,,,,0,1_1_1_LT05_033032_19870802_2897377
,,,,0,1_1_1_LT05_033032_19870802_2897339
,,,,0,1_1_1_LT05_033032_19870802_167246041
,,,,0,1_1_1_LT05_033032_19870802_2897311
,,,,0,1_1_1_LT05_033032_19870802_2897379
297.35574008000003,6.103515625E-6,297.35574008000003,297.35574008000003,25,1_1_1_LT05_033032_19870802_2897349
,,,,0,1_1_1_LT05_033032_19870818_2897135
,,,,0,1_1_1_LT05_033032_19870818_2896951
,,,,0,1_1_1_LT05_033032_19870818_2897377
