IDNo,Era,FCW,EraSamp,NewEra,Proj_General,ProjID,Proj_Specific,Storm,Site,SiteDescr,SiteLabel,BurnClass,DwnStrm,VAR00017,Area_ha,Burn_ha,BurnPer,HiPer,HiModPer,FishTrib,SiteType,SiteCode,CP_ISCOs,FishISCO,CP_CoreTrib,CP_PreTrib,PreCP_Period,PrePostTrib,CLP_UPDwn,Trt_CP,CP_TrtID,PrePost_CP,PrePost_ID,Trt_Cit,PrePost_Cit,HighPk_trt,HighPk_prepost,Date,Month,Season,Year,Time,ISCOEVENT,Bottle,Duration,LocType,EventType,SampleType,SampleTypeID,Temp,Stage_PBR_ft,Q_cfs,Turbidity,Turbidity,TSS,Zerod_TSS,ChlA,Al_ppm,Si_ppm,P_ppm,Mn_ppb,Fe_ppb,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,NO3N,NH4N,DIN,DON,ANC_A,H,Ca_A,Mg_A,Na_A,K_A,NH4_A,F_A,CL_A,NO3_A,PO4_A,SO4_A,ANIONS,CATIONS,ION,DIFF,BASES,ACIDS,ALK,ION_A,DIFF_A,COND,COND_A,LABNOTES,BOTTLENOTES,Collector,Outlier,Outlier_Comm,VAR00010,VAR00011,V91,V92,TSS_NOTES,filter_$
FCW 1386,FCW,,1386,,,,,,BlackHollow,BLAK_051122,BLAK,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1000,,,,,,NORM,,,,,,,212.91,,,,,,,,3.63,1.64,7.24,358.27,70.23,2.96,0.01,1.5,1.82,7.86,0.04,1.79,6.33,0,6.6,1.43,0,1.44,0.2,358.27,0.06,392.22,149.68,128.58,38.44,0.33,2.34,50.42,102.15,0,137.42,650.61,709.31,1359.91,-4.32,708.92,289.99,418.92,OK,4.26,OK,73.22,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1387,FCW,,1387,,,,,,Upper Sheep,SHEP_051122,SHEP,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1030,,,,,,NORM,,,,,,,320.8,,,,,,,,4.96,1.65,7.67,583.72,102.2,3.91,0.01,1.65,3.65,10.61,0.03,2.14,6.36,0,9.81,1.44,0.01,1.44,0.21,583.72,0.02,529.54,300.35,170.03,42.15,0.5,1.68,60.36,102.51,0,204.18,952.46,1042.59,1995.05,-4.52,1042.07,367.05,675.02,OK,2.77,OK,105.03,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1388,FCW,,1388,,,,,,Beaver,BEAV_051122,BEAV,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1145,,,,,,NORM,,,,,,,8.04,,,,,,,,3.99,1.21,6.69,210.93,44.69,2.08,0.01,1,0.54,5.37,0.02,1,4.3,0,4.27,0.97,0.01,0.98,0.23,210.93,0.2,267.76,44.68,90.26,25.6,0.67,0.79,28.28,69.32,0,88.86,398.18,429.17,827.35,-3.75,428.31,186.46,241.85,OK,1.05,OK,45.16,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1389,FCW,,1389,,,,,,Pennock,PENN_051122,PENN,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1235,,,,,,NORM,,,,,,,41.92,,,,,,,,4.92,0.4,6.9,315.83,54.47,3,0.02,0.96,1.22,5.41,0.06,1.11,1.05,0,5.77,0.24,0.02,0.26,0.14,315.83,0.13,269.93,100.74,130.45,24.43,1.33,2.97,31.37,16.93,0,120.07,487.16,527.01,1014.17,-3.93,525.55,168.37,357.19,OK,-2.81,OK,52.94,,,,,,,,,,,
FCW 1390,FCW,,1390,,,,,,FISH,FISH_051122,FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1335,,,,,,NORM,,,,,,,93.21,,,,,,,,3.84,1.12,7.27,484.92,71.17,5,0.02,1.02,2.01,7.26,0.05,1.61,3.44,0,7.61,0.78,0.02,0.79,0.32,484.92,0.05,362.03,165.5,217.46,26.14,1.17,2.58,45.29,55.5,0,158.44,746.72,772.35,1519.06,-1.69,771.12,259.22,511.91,OK,11.13,OK,79.09,,,,,,,,,,,
FCW 1391,FCW,,1391,,,,,,Little Beaver,LBEA_051122,LBEA,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1405,,,,,,NORM,,,,,,,50.99,,,,,,,,3.89,1.44,6.93,391.56,61.77,3.81,0.03,1.01,1.65,6.4,0.02,1.21,4,0,6.41,0.9,0.03,0.93,0.51,391.56,0.12,319.27,136.06,165.66,25.82,1.82,1.26,34.11,64.53,0,133.45,624.91,648.75,1273.66,-1.87,646.81,232.09,414.72,OK,8.44,OK,66.98,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1392,FCW,,1392,,,,,,Bennett,BENN_051122,BENN,,,,,,,,,,,,,,,,,,,,,,,,,,,11-May-22,,,,1430,,,,,,NORM,,,,,,,113.67,,,,,,,,6.02,1.01,7.65,669,91.41,4.06,0.02,1.05,3,10.21,0.04,1.51,2,0,8.01,0.45,0.02,0.47,0.54,669,0.02,509.38,247.04,176.48,26.97,1.3,2.31,42.57,32.25,0,166.75,912.88,961.19,1874.06,-2.58,959.86,241.57,718.29,OK,4.25,OK,95.3,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1393,FCW,,1393,,,,,,Poudre South Fork,SFM_051322,SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,13-May-22,,,,1200,,,,,,NORM,,,,,,,39.25,,,,,,,,4.23,0.86,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44,0.28,0.01,0.28,0.58,512.08,0.11,279.93,143.43,212.63,22.42,0.61,4.33,34.1,19.69,0,113.28,683.48,659.12,1342.6,1.82,658.4,167.08,491.32,OK,6.07,OK,67.75,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1394,FCW,,1394,,,,,,JWC-Joe Wright @ Aspen Glen Campground,JWC_051622,JWC,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,950,,,,,,NORM,,,,,,,3.73,,3.51,,,,,,4.87,0.81,7.3,531.56,70.14,1.75,0.02,1.44,1.89,8.71,0.05,1.85,0.28,0,6.11,0.06,0.02,0.08,0.73,531.56,0.05,434.61,155.11,75.94,36.93,1.33,2.83,52.31,4.53,0,127.2,718.43,703.97,1422.39,1.02,702.59,184.04,518.55,OK,3.83,OK,72.83,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1395,FCW,,1395,,,,,,Poudre Above Joe Wright,PJW_051622,PJW,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,1030,,,,,,NORM,,,,,,,14.9,,1.02,,,,,,5.19,1.04,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3,0.04,0.03,0.07,0.97,293.28,0.05,199.64,57.88,120.71,20.58,1.87,2.94,24.13,2.97,0,62.5,385.83,400.73,786.55,-1.89,398.81,89.61,309.2,OK,0.39,OK,39.9,TDN and NO3 Confirmed,,,,,,,,,,
FCW 1396,FCW,,1396,,,,,,Sleeping Elephant,SLEP_051622,SLEP,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,1100,,,,,,NORM,,,,,,,21.79,,1.18,,,,,,5.51,0.92,6.95,393.55,52.29,1.67,0.01,0.94,1.56,6.21,0.02,0.83,1.23,0,3.88,0.28,0.01,0.29,0.63,393.55,0.11,309.84,128.29,72.84,23.99,0.67,1.11,23.5,19.85,0,80.74,518.75,535.73,1054.48,-1.61,534.95,124.09,410.86,OK,2.52,OK,53.61,,,,,,,,,,,
FCW 1397,FCW,,1397,,,,,,Poudre Below Rustic,PBR_051622,PBR,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,1140,,,,,,NORM,,,,,,,113.86,,1.29,,,,,,5.09,0.96,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21,0.14,0.02,0.15,0.81,485.8,0.03,371.51,164.16,164.25,28.02,1.29,2.36,59.77,9.67,0,150.1,707.69,729.25,1436.94,-1.5,727.94,219.54,508.4,OK,-3.51,OK,74.21,"DTN, NO3 Confirmed",,,,,,,,,,
FCW 1398,FCW,,1398,,,,,,Poudre Below S. Fork,PSF_051622,PSF,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,1251,,,,,,NORM,,,,,,,148.25,,1.13,,,,,,4.98,0.99,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98,0.28,0.03,0.3,0.69,570.77,0.04,399.35,172.43,149.67,26.43,1.91,2.94,53.14,19.71,0,124.55,771.11,749.83,1520.94,1.4,747.88,197.4,550.48,OK,-0.23,OK,77.4,TDN and NO3 Confirmed,,,,,,,,,,
FCW 1399,FCW,,1399,,,,,,Poudre Above North Fork,PNF_051622,PNF,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,1345,,,,,,NORM,,,,,,,260.64,,1.43,,,,,,4.83,1.01,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45,0.28,0.03,0.31,0.69,580.34,0.02,393.43,173.58,218.48,25.28,2.43,2.54,56,19.71,0,134.36,792.95,813.23,1606.18,-1.26,810.78,210.07,600.71,OK,4.1,OK,81.79,NO3 Confirmed,,,,,,,,,,
FCW 1400,FCW,,1400,,,,,,Poudre at Bellvue Diversion,PBD_051622,PBD,,,,,,,,,,,,,,,,,,,,,,,,,,,16-May-22,,,,1417,,,,,,NORM,,,,,,,247.74,,2.13,,,,,,5.21,0.96,7.74,680.28,89.1,6.22,0.02,1.2,2.12,8.99,0.1,2.45,0.28,0,7.1,0.06,0.02,0.08,0.88,680.28,0.02,448.8,174.33,270.65,30.72,1.17,5.08,69.08,4.53,0,147.9,906.88,925.7,1832.57,-1.03,924.51,221.51,703,OK,4.09,OK,92.74,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1415,FCW,,1415,,,,,,Bennett,BENNMAINSTEM_051722,BENN,,,,,,,,,,,,,,,,,,,,,,,,,,,17-May-22,,,,,,,,,,NORM,,,,,,,76.16,,,,,,,,6.09,0.47,7.51,708.58,93.45,3.57,0.01,0.98,2.98,10.23,0.05,1.27,1.92,0,7.22,0.43,0.01,0.44,0.03,708.58,0.03,510.63,245.58,155.37,25.09,0.61,2.68,35.83,30.93,0,150.26,928.29,937.31,1865.6,-0.48,936.67,217.02,719.65,OK,0.62,OK,94.03,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1401,FCW,,1401,,,,,,Roaring,ROAR_052322,ROAR,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,18.73,,,,,,,,4.1,0.99,7.3,310.55,42.12,2.25,0.03,0.71,1.66,3.75,0.05,0.68,1.26,0,3.14,0.28,0.02,0.31,0.69,310.55,0.05,186.93,136.46,98,18.21,1.66,2.68,19.24,20.28,0,65.45,418.21,441.31,859.51,-2.69,439.59,104.97,334.62,OK,3.21,OK,43.47,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1402,FCW,,1402,,,,,,BlackHollow,BLAK_052322,BLAK,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,15.19,,,,,,,,3.61,1.21,7.33,344.53,55.41,2.45,0.02,1.1,1.88,5.33,0.04,1.16,4.55,0,5.13,1.03,0.01,1.04,0.17,344.53,0.05,266.02,155.07,106.57,28.13,0.89,1.84,32.85,73.36,0,106.85,559.43,556.73,1116.15,0.24,555.79,213.06,342.74,OK,6.3,OK,58.9,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1403,FCW,,1403,,,,,,Upper Sheep,SHEP_052322,SHEP,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,14.39,,,,,,,,4.55,1.39,7.71,801.2,116.51,4.23,0.02,1.46,3.69,12.88,0.05,2.04,4.66,0,9.95,1.05,0.01,1.07,0.32,801.2,0.02,642.51,303.48,184.08,37.44,0.94,2.79,57.48,75.21,0,207.21,1143.89,1168.48,2312.37,-1.06,1167.52,339.9,827.61,OK,2.05,OK,118.89,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1404,FCW,,1404,,,,,,Bennett,BENN_052322,BENN,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,35.29,,,,,,,,6.23,0.5,7.58,710.3,93.21,3.56,0.02,0.94,2.96,10.38,0.05,1.22,1.97,0,7.23,0.44,0.01,0.46,0.04,710.3,0.03,517.86,243.36,154.85,24.14,0.83,2.74,34.3,31.7,0,150.62,929.66,941.08,1870.73,-0.61,940.22,216.62,723.6,OK,1.13,OK,94.26,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1405,FCW,,1405,,,,,,FISH,FISH_052322,FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,20.57,,,,,,,,3.45,0.9,7.37,415.34,61.21,2.44,0.01,0.91,2,6.28,0.04,1.07,3.07,0,5.17,0.69,0.01,0.7,0.2,415.34,0.04,313.12,164.16,106.05,23.35,0.5,1.89,30.31,49.59,0,107.74,604.88,607.23,1212.11,-0.19,606.69,187.64,419.04,OK,2.23,OK,62.58,,,,,,,,,,,
FCW 1406,FCW,,1406,,,,,,Pennock,PENN_052322,PENN,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,42.76,,,,,,,,6.41,0.21,7.21,340.2,55.41,3.39,0.01,1.02,1.23,5.04,0.08,0.98,0.7,0,5.88,0.16,0.01,0.17,0.04,340.2,0.06,251.55,101.29,147.46,26.11,0.67,4.11,27.75,11.22,0,122.43,505.71,527.13,1032.84,-2.07,526.41,161.41,365,OK,-3.58,OK,53.42,,,,,,,,,,,
FCW 1407,FCW,,1407,,,,,,Little Beaver,LBEA_052322,LBEA,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,35.69,,,,,,,,4.21,1.02,7.11,360.55,55.41,2.22,0.03,0.98,1.8,5.1,0.03,1.01,4.06,0,4.66,0.92,0.02,0.94,0.08,360.55,0.08,254.39,148.39,96.65,25.12,1.55,1.47,28.51,65.56,0,96.97,553.06,526.18,1079.24,2.49,524.55,191.04,333.51,OK,1.85,OK,56.43,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1408,FCW,,1408,,,,,,Beaver ,BEAV_052322,BEAV,,,,,,,,,,,,,,,,,,,,,,,,,,,23-May-22,,,,,,,,,,NORM,,,,,,,6.27,,,,,,,,3.8,1,6.99,221.41,39.21,1.9,0.04,0.76,0.65,4.66,0.02,0.82,3.13,0,3.74,0.71,0.03,0.73,0.26,221.41,0.1,232.53,53.12,82.73,19.51,1.94,1.11,23.17,50.43,0,77.87,373.97,389.94,763.92,-2.09,387.9,151.46,236.44,OK,4.22,OK,40.86,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1418,FCW,,1418,,,,,,Pennock ,PENN_052522,PENN,,,,,,,,,,,,,,,,,,,,,,,,,,,25-May-22,,,,,,,,,,NORM,,,,,,,49.71,,,,,,,,6.44,0.22,7.1,312.45,44.51,2.45,0.01,0.68,1.08,4.93,0.07,0.64,0.78,0,4.21,0.18,0.01,0.18,0.04,312.45,0.08,246.17,88.5,106.4,17.48,0.44,3.44,18.18,12.51,0,87.63,434.21,459.06,893.27,-2.78,458.54,118.32,340.22,OK,2.44,OK,45.6,,STORM SAMPLE,,,,,,,,,
FCW 1419,FCW,,1419,,,,,,FISH,FISH_052522,FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,25-May-22,,,,,,,,,,NORM,,,,,,,16.42,,,,,,,,3.02,0.66,7.24,402.88,59.31,2.51,0.02,0.95,2.02,5.98,0.03,1.03,2.67,0,5,0.6,0.02,0.62,0.04,402.88,0.06,298.57,166.21,109.11,24.24,1.17,1.57,29.14,43.04,0,104.13,580.77,599.35,1180.12,-1.57,598.13,176.31,421.81,OK,2.53,OK,60.81,,STORM SAMPLE,,,,,,,,,
FCW 1420,FCW,,1420,,,,,,Little Beaver,LBEA_052522,LBEA,,,,,,,,,,,,,,,,,,,,,,,,,,,25-May-22,,,,,,,,,,NORM,,,,,,,63.52,,,,,,,,4.23,1.08,7.21,420.97,52.31,2.31,0.02,0.94,1.71,5.01,0.04,0.99,3.21,0,4.22,0.72,0.02,0.74,0.34,420.97,0.06,250.06,140.66,100.4,24.05,1.33,2.35,27.78,51.76,0,87.88,590.74,516.56,1107.3,6.7,515.17,167.42,347.75,OK,8.68,OK,56.85,"TDN, NO3 Confirmed",STORM SAMPLE,,,,,,,,,
FCW 1421,FCW,,1421,,,,,,Bennett,BENN_052522,BENN,,,,,,,,,,,,,,,,,,,,,,,,,,,25-May-22,,,,,,,,,,NORM,,,,,,,48.89,,,,,,,,5.88,0.38,7.51,680.21,88.41,3.56,0.04,0.96,2.56,9.29,0.03,1.2,1.51,0,7.01,0.34,0.03,0.37,0.01,680.21,0.03,463.51,211.04,154.72,24.49,2.18,1.73,33.87,24.34,0,146,886.15,855.98,1742.13,1.73,853.77,204.21,649.55,OK,-0.65,OK,87.83,,STORM SAMPLE,,,,,,,,,
FCW 1422,FCW,,1422,,,,,,JWC-Joe Wright @ Aspen Glen Campground,JWC_053122,JWC,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,5.4,,4.38,,,,,,3.99,0.71,7.29,482.58,59.06,1.91,0.05,1.04,1.78,6.6,0.02,1.33,0.27,0,4,0.06,0.03,0.1,0.61,482.58,0.05,329.14,146.84,83.08,26.7,2.49,1.16,37.38,4.42,0,83.28,608.83,588.31,1197.13,1.71,585.76,125.09,460.67,OK,2.04,OK,60.26,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1423,FCW,,1423,,,,,,Poudre Above Joe Wright,PJW_053122,PJW,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,3.2,,0.64,,,,,,4.24,0.7,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35,0.39,0.01,0.4,0.3,212.37,0.12,194.81,58.38,54.55,17.24,0.78,1.21,12.94,27.99,0,48.85,303.36,325.88,629.24,-3.58,324.98,89.78,235.2,OK,4.27,OK,32.64,,,,,,,,,,,
FCW 1424,FCW,,1424,,,,,,Sleeping Elephant,SLEP_053122,SLEP,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,3.8,,2.02,,,,,,4.13,0.61,7.04,312.24,45.07,1.54,0.01,0.81,1.5,5.13,0.02,0.8,1.51,0,3.02,0.34,0.01,0.35,0.26,312.24,0.09,255.99,123.79,67.12,20.77,0.55,1.16,22.49,24.29,0,62.8,422.98,468.3,891.28,-5.09,467.66,109.58,358.08,OK,0.96,OK,45.5,,,,,,,,,,,
FCW 1425,FCW,,1425,,,,,,Poudre Below Rustic,PBR_053122,PBR,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,38.3,,0.96,,,,,,4.06,0.6,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37,0.35,0.01,0.36,0.24,368.45,0.05,272.16,164.25,83.12,21.69,0.61,1.26,53.32,25.04,0,111.71,559.78,541.87,1101.66,1.63,541.21,190.07,351.15,OK,10.04,OK,57.39,,,,,,,,,,,
FCW 1426,FCW,,1426,,,,,,Poudre Below S. Fork,PSF_053122,PSF,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,24.4,,1,,,,,,3.96,0.57,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11,0.32,0,0.32,0.24,397.14,0.11,245.06,164.9,75.77,20.33,0.33,1.21,23.62,22.84,0,64.7,509.52,506.52,1016.04,0.3,506.07,111.17,394.9,OK,-2.09,OK,51.05,,,,,,,,,,,
FCW 1427,FCW,,1427,,,,,,Poudre Below S. Fork,PSF_053122,PSF,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,DUPLICATE,,,,,,,21.1,,,,,,,,4.03,0.58,6.94,361.62,51.69,1.77,0.02,0.8,1.9,5.08,0.02,0.86,1.45,0,3.18,0.33,0.02,0.34,0.24,361.62,0.12,253.44,156.68,76.95,20.41,1.11,1.26,24.16,23.43,0,66.14,476.61,508.7,985.31,-3.26,507.48,113.73,393.74,OK,-3.53,OK,49.86,,,,,,,,,,,
FCW 1428,FCW,,1428,,,,,,Poudre Above North Fork,PNF_053122,PNF,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,21.31,,0.87,,,,,,3.98,0.56,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26,0.34,0.03,0.37,0.19,474.36,0.06,258.23,160.02,168.38,20.92,2.27,1.37,27.86,24.06,0,67.78,595.43,609.88,1205.31,-1.2,607.55,119.7,487.85,OK,1.06,OK,60.2,,,,,,,,,,,
FCW 1429,FCW,,1429,,,,,,Poudre Above North Fork,PNF_053122,PNF,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,BLANK,,,,,,,0.09,,,,,,,,0.03,0,5.81,0.97,0.92,0.01,0.01,0,0.01,0.02,0,0.03,0.01,0,0.04,0,0.01,0.01,0,0.97,1.55,1.1,0.74,0.23,0.1,0.39,0.05,0.87,0.1,0,0.87,2.85,4.11,6.96,-18.03,2.17,1.84,0.33,OK,-6.72,OK,0.86,,,,,,,,,,,
FCW 1430,FCW,,1430,,,,,,Poudre at Bellvue Diversion,PBD_053122,PBD,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-22,,,,,,,,,,NORM,,,,,,,95.1,,0.82,,,,,,3.96,0.56,7.47,429.34,59.18,4.03,0.01,0.82,1.9,5.61,0.03,1.17,1.47,0,5.33,0.33,0.01,0.34,0.23,429.34,0.03,279.74,155.98,175.21,21.05,0.5,1.53,33.13,23.64,0,110.97,598.61,632.51,1231.12,-2.75,631.97,167.74,464.23,OK,6.13,OK,62.81,"TDN, NO3 Confirmed",,,,,,,,,,
FCW 1442,FCW,,1442,,,,,,Joe Wright Inlet,JOEI_060122,JOEI,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,0.1,,0.11,,,,,,3.22,0.24,7.25,409.22,49.65,1.53,0.01,0.6,1,6.38,0.03,0.83,0.33,0,3.91,0.08,0.01,0.08,0.15,409.22,0.06,318.16,82.53,66.73,15.29,0.61,1.58,23.5,5.39,0,81.47,521.16,483.38,1004.55,3.76,482.72,110.37,372.35,OK,1.98,OK,50.63,,,,,,,,,,,
FCW 1443,FCW,,1443,,,,,,Joe Wright Reservoir,JOER_060122,JOER,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,0.99,,,,,,,,3.4,0.36,7.15,339.03,46.24,1.64,0.02,0.69,1.31,5.77,0.02,1.25,0.67,0,2.91,0.15,0.01,0.16,0.2,339.03,0.07,287.87,107.71,71.25,17.65,0.89,1.11,35.31,10.73,0,60.62,446.8,485.44,932.24,-4.15,484.49,106.66,377.82,OK,2.5,OK,47.39,NO3 Confirmed,,,,,,,,,,
FCW 1444,FCW,,1444,,,,,,Chambers Inlet,CBRI_060122,CBRI,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,2.74,,0.35,,,,,,3.19,0.41,7.26,399.35,52.17,1.82,0.03,0.84,1.33,6.1,0.06,1.13,1.11,0,3.2,0.25,0.02,0.27,0.13,399.35,0.06,304.54,109.52,79.21,21.56,1.61,3.33,32,17.93,0,66.71,519.31,516.5,1035.81,0.27,514.84,116.63,398.21,OK,0.46,OK,52.41,,,,,,,,,,,
FCW 1445,FCW,,1445,,,,,,Sawmill,SAWM_060122,SAWM,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,0.23,,,,,,,,3.28,0.73,7.24,309.72,41.95,1.13,0.01,0.81,0.67,5.72,0.01,0.6,2.3,0,3.18,0.52,0.01,0.53,0.2,309.72,0.06,285.33,54.72,49.02,20.64,0.67,0.58,16.9,37.06,0,66.17,430.44,410.44,840.88,2.38,409.71,120.14,289.57,OK,3.85,OK,43.56,,,,,,,,,,,
FCW 1446,FCW,,1446,,,,,,Barnes Meadow Reservoir,BRNR_060122,BRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,1.31,,3.93,,,,,,5.13,0.45,7.29,455.23,64.41,1.98,0.02,1.22,1.23,8.01,0.01,1.58,0.15,0,7.01,0.03,0.01,0.05,0.4,455.23,0.05,399.5,101.49,86.08,31.25,1,0.68,44.45,2.49,0,145.91,648.75,619.37,1268.13,2.32,618.32,192.84,425.48,OK,2.19,OK,65.82,,,,,,,,,,,
FCW 1447,FCW,,1447,,,,,,Barnes Meadow Outflow,BMD_060122,BMD,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,0.56,,6.27,,,,,,5.17,0.55,7.19,468.61,64.68,2,0.02,1.22,1,8.03,0.01,1.56,0.72,0,7.07,0.16,0.02,0.18,0.37,468.61,0.06,400.7,82.32,87.13,31.15,1.22,0.63,43.97,11.57,0,147.18,671.97,602.58,1274.55,5.44,601.3,202.73,398.57,OK,2.6,OK,66.36,NO3 Confirmed,,,,,,,,,,
FCW 1448,FCW,,1448,,,,,,Chambers Reservoir,CBRR_060122,CBRR,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,5.3,,10.23,,,,,,3.7,0.64,7.32,425.4,55.35,1.91,0.02,1.13,0.68,7.11,0.07,1.27,1.91,0,3.88,0.43,0.01,0.44,0.2,425.4,0.05,354.54,56.23,82.99,28.93,0.89,3.86,35.84,30.74,0,80.87,576.71,523.62,1100.33,4.82,522.69,147.45,375.24,OK,2.19,OK,56.56,NO3 Confirmed,,,,,,,,,,
FCW 1449,FCW,,1449,,,,,,Chambers Outflow,CHD_060122,CHD,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,NORM,,,,,,,2.83,,3.31,,,,,,3.87,0.67,7.37,441.99,59.29,2.05,0.01,1.18,1.21,7.24,0.02,1.12,1.77,0,3.75,0.4,0.01,0.41,0.26,441.99,0.04,361.48,99.49,89.04,30.13,0.61,1,31.64,28.53,0,78.08,581.24,580.78,1162.02,0.04,580.13,138.25,441.88,OK,0.08,OK,59.34,NO3 Confirmed,,,,,,,,,,
FCW 1450,FCW ,,1450,,,,,,Chambers Outflow,CHD_060122,CHD,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-22,,,,,,,,,,DUPLICATE,,,,,,,2.37,,,,,,,,3.8,0.62,7.29,428.74,58.33,2.08,0.01,1.14,1.22,7.05,0.02,1.13,1.85,0,3.85,0.42,0.01,0.43,0.19,428.74,0.05,351.85,100.64,90.3,29.05,0.55,1,31.95,29.83,0,80.12,571.64,572.45,1144.09,-0.07,571.84,141.91,429.93,OK,0.4,OK,58.56,NO3 Confirmed,,,,,,,,,,
