IDNo,Era,FCW,EraSamp,NewEra,Proj_General,ProjID,Proj_Specific,Storm,Site,SiteDescr,SiteLabel,BurnClass,DwnStrm,VAR00017,Area_ha,Burn_ha,BurnPer,HiPer,HiModPer,FishTrib,SiteType,SiteCode,CP_ISCOs,FishISCO,CP_CoreTrib,CP_PreTrib,PreCP_Period,PrePostTrib,CLP_UPDwn,Trt_CP,CP_TrtID,PrePost_CP,PrePost_ID,Trt_Cit,PrePost_Cit,HighPk_trt,HighPk_prepost,Date,Month,Season,Year,Time,ISCOEVENT,Bottle,Duration,LocType,EventType,SampleType,SampleTypeID,Temp,Stage_PBR_ft,Q_cfs,Turbidity,Turbidity,TSS,Zerod_TSS,ChlA,Al_ppm,Si_ppm,P_ppm,Mn_ppb,Fe_ppb,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,NO3N,NH4N,DIN,DON,ANC_A,H,Ca_A,Mg_A,Na_A,K_A,NH4_A,F_A,CL_A,NO3_A,PO4_A,SO4_A,ANIONS,CATIONS,ION,DIFF,BASES,ACIDS,ALK,ION_A,DIFF_A,COND,COND_A,LABNOTES,BOTTLENOTES,Collector,Outlier,Outlier_Comm,VAR00010,VAR00011,V91,V92,TSS_NOTES,filter_$
NFP0862,NFP,#NULL!,862,#NULL!,HIGHPK,3,,#NULL!,Youngs,HW14 11,YOUNGS,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,6-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.05,0.24,8.12,1686.2,190.51,8.44,0.09,1.65,5.9,21.08,0.22,5.22,0.27,0,11.44,0.05999904,0.0675555,0.12755454,0.11724546,1686.195,0.007550922,1051.896208,485.4968114,366.9458198,42.17574677,4.82307091,11.47464868,147.2371873,4.283532431,0,238.1487774,2087.339146,1951.345207,4038.684353,3.367283168,1946.514586,389.6694971,1556.845088,OK,5.287394092,OK,200.5835409,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP0934,NFP,#NULL!,934,#NULL!,LowSheep_Al,#NULL!,Typical,1,Lower Sheep,,LSHEEP,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,,#NULL!,PRE,1,,,,,14-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.78,0.18,7.36,372.44,46.92,2.88,0.07,1.07,1.23,4.24,0.08,0.43,0,0,3.16,0,0.055908,0.055908,0.120792,372.4389,0.04385307,211.3772455,101.0491668,125.0991202,27.31576565,3.99150696,4.063499443,12.20771162,0,0,65.86048371,454.5705948,468.8766582,923.447253,-1.549202013,464.8412982,78.06819533,386.7731028,OK,-2.092281367,OK,45.93830158,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP0936,NFP,#NULL!,936,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,Pendergrass,PEND,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,14-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.6,0.2,7.7,590.84,75.49,4.35,0.1,1.01,2.13,6.96,0.16,0.72,0.63,0,6.26,0.14340132,0.080756,0.22415732,-0.02554732,590.8428,0.01981527,347.1057884,175.1080025,189.1275989,25.78117207,5.765510054,8.253325293,20.43268553,10.23790055,0,130.2884936,760.0552049,742.9078872,1502.963092,1.140900786,737.1225619,160.9590797,576.1634822,OK,-0.555403089,OK,75.06923454,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP0937,NFP,#NULL!,937,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,West Pendergrass,PEND_W,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,14-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.14,0.19,7.66,597.03,75.3,4.33,0.07,1.14,2.12,7,0.14,0.44,0.28,0,5.54,0.06298092,0.0562186,0.11919952,0.07120048,597.0258,0.021928049,349.500998,174.7788521,188.4316372,29.0549717,4.013681999,7.53747565,12.50105774,4.496418831,0,115.3308015,736.8915537,745.802069,1482.693623,-0.600968074,741.766459,132.3282781,609.4381809,OK,-2.483173678,OK,73.43163297,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP0938,NFP,#NULL!,938,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,East Pendergrass,PEND_E,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,14-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.01,0.16,7.66,575.79,73.59,4.4,0.06,0.94,2.07,6.54,0.14,0.8,0.28,0,6.46,0.0641556,0.043484,0.1076396,0.0566604,575.7948,0.022080047,326.1477046,170.1707468,191.3894745,23.93965978,3.104505413,7.53747565,22.5989338,4.580283171,0,134.5026318,745.0141244,714.7741711,1459.788296,2.071530053,711.6475857,161.6818487,549.9657369,OK,-0.915394055,OK,72.91933405,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP0939,NFP,#NULL!,939,#NULL!,HIGHPK,3,,#NULL!,Dadd Gulch,HW14 8,DADD,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,14-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.03,0.17,8.24,1852.38,201.4,10.91,0.14,1.89,6.13,20.62,0.22,2.87,0,0,10.26,0,0.111816,0.111816,0.056084,1852.3764,0.005754399,1028.742515,504.258383,474.6458968,48.39085075,7.98301392,11.32726788,80.82813866,0,0,213.5302152,2158.062022,2064.026414,4222.088436,2.227229705,2056.037646,294.3583539,1761.679292,OK,2.454946479,OK,206.3432377,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP0940,NFP,#NULL!,940,#NULL!,HIGHPK,3,,#NULL!,Youngs,HW14 11,YOUNGS,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,14-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.65,0.23,8.25,1701.11,200.93,9.06,0.16,1.82,6.05,21.58,0.29,5.29,0.29,0,10.82,0.06514956,0.121134,0.18628356,0.04141644,1701.1143,0.00564937,1076.846307,497.6753754,394.0883271,46.44703222,8.64826508,15.22233211,149.1100894,4.651245305,0,225.2648411,2095.362808,2023.710957,4119.073765,1.739513672,2015.057042,379.0261758,1636.030866,OK,1.662819934,OK,204.272629,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1054,NFP,#NULL!,1054,#NULL!,LowSheep_Al,#NULL!,Typical,1,Lower Sheep,,LSHEEP,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,,#NULL!,PRE,1,,,,,26-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,#NULL!,#NULL!,,1.92,,,,,,,,4.11,0.15,7.26,364.99,41.81,2.96,0.02,1.2,1.3,4.4,0.13,0.48,0,0,3.33,0,0.0147535,0.0147535,0.1370465,364.9887,0.055335011,219.5608782,106.6447233,128.5789288,30.69187151,1.053314337,6.632136396,13.56161679,0,0,69.23345992,454.4159131,486.5850512,941.0009643,-3.41860841,485.4764019,82.79507671,402.6813252,OK,12.02751158,OK,46.840383,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1056,NFP,#NULL!,1056,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,East Pendergrass,PEND_E,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,26-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.68,0.13,7.55,626.36,69.44,4.66,0.03,0.96,2.31,7.17,0.12,1.03,0.1,0,5.66,0.02195748,0.0240715,0.04602898,0.08117102,626.3622,0.0282488,357.6846307,189.9197696,202.6988526,24.55349721,1.718565497,6.463701186,29.00741827,1.567618043,0,117.8876008,781.2885383,776.6035644,1557.892103,0.300725182,774.8567501,148.4626371,626.394113,OK,11.27365227,OK,77.26452956,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1057,NFP,#NULL!,1057,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,West Pendergrass,PEND_W,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,26-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.91,0.18,7.61,640.98,76.78,4.66,0.03,1.14,2.39,7.68,0.16,0.56,0.29,0,5.67,0.06514956,0.023295,0.08844456,0.09555544,640.9818,0.024774221,383.2335329,196.8319276,202.872843,29.0549717,1.6631279,8.253325293,15.78427778,4.651245305,0,118.1041375,787.7747859,813.6811773,1601.455963,-1.617677417,811.9932752,138.5396606,673.4536146,OK,3.043635574,OK,79.11947948,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1060,NFP,#NULL!,1060,#NULL!,HIGHPK,3,,#NULL!,Dadd Gulch,HW14 8,DADD,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,26-Jul-17,7,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.18,0.17,8.18,1876.61,185.46,12.15,0.02,2.26,6.54,22.04,0.22,4.05,0,0,9.88,0,0.0163065,0.0163065,0.1510935,1876.6107,0.006546362,1099.800399,538.4900226,528.4089402,57.90533092,1.16418953,11.7483559,114.2357487,0,0,205.7598774,2208.354682,2225.775429,4434.130111,-0.392878565,2224.604693,319.9956261,1904.609067,OK,17.26440868,OK,217.4803313,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1175,NFP,#NULL!,1175,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,East Pendergrass,PEND_E,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,2-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.22,0.13,7.56,629.43,72.24,4.65,0.05,0.94,2.47,7.66,0.14,0.91,0.23,0,5.89,0.05295096,0.041931,0.09488196,0.03761804,629.433,0.027669416,382.2355289,203.4972228,202.4378669,24.04196602,2.99363022,7.179550829,25.79753476,3.780346392,0,122.7263642,788.9167962,815.2338843,1604.15068,-1.640562104,812.2125847,152.3042453,659.9083393,OK,10.20869199,OK,79.61641222,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1176,NFP,#NULL!,1176,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,West Pendergrass,PEND_W,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,2-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,,,,,,,,4.43,0.21,7.56,588.96,68.7,4.09,0.04,1.25,2.11,6.64,1.77,0.54,0.29,0,5.49,0.06478812,0.027954,0.09274212,0.11975788,588.9564,0.027861212,331.4371257,173.6268258,178.0792065,32.04742917,1.99575348,93.31836997,15.17502045,4.625440893,0,114.2897595,816.3649908,717.2142019,1533.579193,6.465319128,715.1905872,134.0902208,581.1003664,OK,4.485644862,OK,71.78633987,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1177,NFP,#NULL!,1177,#NULL!,LowSheep_Al,#NULL!,Typical,1,Lower Sheep,,LSHEEP,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,,#NULL!,PRE,1,,,,,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,#NULL!,#NULL!,,2.96,,,,,,,,4.99,0.24,7.36,372.47,44.85,2.97,0.05,1.17,1.39,4.47,0.7,0.59,0.08,0,2.83,0.01752984,0.038825,0.05635484,0.18344516,372.4686,0.043451022,223.0538922,113.9683193,129.1878953,30.02688096,2.771879833,36.9031018,16.7320114,1.251513993,0,58.83136785,486.186595,499.0523186,985.2389137,-1.305848095,496.2369878,76.81489323,419.4220945,OK,5.672227434,OK,47.38976712,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1179,NFP,#NULL!,1179,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,East Pendergrass,PEND_E,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.8,0.2,7.66,628.73,75.12,4.65,0.05,0.98,2.42,7.5,0.16,0.36,0.21,0,5.9,0.04644504,0.041931,0.08837604,0.11372396,628.7319,0.022029265,374.3512974,198.8068299,202.0898861,25.03945184,2.99363022,8.674413318,10.06402843,3.315866972,0,122.8929309,773.6791396,803.3031247,1576.982264,-1.878523666,800.2874652,136.2728263,664.0146389,OK,3.554768385,OK,77.79344865,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1180,NFP,#NULL!,1180,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,Pendergrass,PEND,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.53,0.22,7.71,647.76,73.9,4.67,0.07,1.05,2.34,7.37,0.16,0.8,0.3,0.07,5.93,0.06804108,0.0535785,0.12161958,0.10268042,647.7606,0.019408859,367.6646707,192.3883974,203.2643215,26.93211725,3.82519417,8.21121649,22.66662906,4.857680603,0.703372608,123.3926311,807.5921298,794.0941099,1601.68624,0.842738087,790.2495068,150.9169407,639.3325661,OK,7.358677023,OK,79.33698873,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1181,NFP,#NULL!,1181,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,West Pendergrass,PEND_W,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.46,0.27,7.65,539.34,62.4,3.95,0.06,1.21,1.97,6.2,0.19,0.55,0.18,0,4.56,0.04057164,0.049696,0.09026764,0.17613236,539.3448,0.022490546,309.5808383,162.4357128,171.598063,30.87090743,3.548006187,10.19033021,15.41195385,2.896545273,0,94.95136252,662.7949919,678.0560183,1340.85101,-1.138159743,674.4855215,113.2598616,561.2256599,OK,6.083573464,OK,66.19455859,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1182,NFP,#NULL!,1182,#NULL!,HIGHPK,3,,#NULL!,Dadd Gulch,HW14 8,DADD,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.67,0.19,8.28,2034.49,202.49,12.51,0.09,2.04,6.94,23.12,0.43,3.8,0.03,0,9.78,0.00704808,0.066779,0.07382708,0.11117292,2034.4878,0.005308844,1153.692615,570.7467599,544.1985718,52.12502845,4.767633314,22.50715494,107.1615942,0.503186039,0,203.69445,2368.354185,2325.535917,4693.890102,0.912212838,2320.762975,311.3592303,2009.403745,OK,12.91929776,OK,228.6468984,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1183,NFP,#NULL!,1183,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.56,0.47,8.33,2166.38,227.09,10.46,0.09,1.64,7.82,28.57,0.44,4.95,1,0,12.18,0.2259,0.0691085,0.2950085,0.1789915,2166.381,0.004645153,1425.548902,643.8181444,454.8109877,41.86882806,4.933946104,23.01246057,139.565058,16.12775764,0,253.5228863,2598.609162,2570.985454,5169.594616,0.534349614,2566.046862,409.2157019,2156.83116,OK,11.84910204,OK,253.9936519,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1184,NFP,#NULL!,1184,#NULL!,HIGHPK,3,,#NULL!,Youngs,HW14 11,YOUNGS,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.34,0.23,8.28,1784.09,201.39,10.11,0.09,1.79,6.56,23.18,0.37,5.35,0.1,0,9.45,0.02367432,0.0691085,0.09278282,0.13331718,1784.0943,0.005308844,1156.487026,539.4774738,439.6303225,45.67973544,4.933946104,19.58059317,150.7911883,1.690189001,0,196.8319009,2152.988171,2186.213813,4339.201984,-0.765708566,2181.274558,349.3132782,1831.961279,OK,6.142327141,OK,213.764809,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1185,NFP,#NULL!,1185,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,8-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.87,0.28,7.34,346.09,43.95,2.14,0.03,0.67,1.22,5.04,0.13,0.89,0.22,0,2.72,0.05051124,0.026401,0.07691224,0.20218776,346.0932,0.045708819,251.497006,100.6377289,93.1283784,17.16187149,1.884878287,6.737408402,25.08109328,3.606166609,0,56.60770205,438.1255703,464.3555718,902.4811422,-2.906432089,462.4249847,85.29496193,377.1300228,OK,2.383837761,OK,44.9925775,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1186,NFP,#NULL!,1186,#NULL!,LowSheep_Al,#NULL!,Typical,1,Lower Sheep,,LSHEEP,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,,#NULL!,PRE,1,,,,,14-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,#NULL!,2.1,,2.16,,,,,,,,5.05,0.2,7.43,377.2,43.96,3.24,0,0.96,1.44,4.46,0.11,0.6,0.03,0,2.81,0.00614448,0,0.00614448,0.19665552,377.1954,0.037239171,222.3552894,118.8232874,140.9322494,24.65580345,0,5.895232352,16.82227174,0.438675008,0,58.4316077,458.7831868,506.8038689,965.5870557,-4.973211041,506.7666297,75.69255445,431.0740752,OK,8.464289369,OK,47.68307089,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1187,NFP,#NULL!,1187,#NULL!,HIGHPK,3,,#NULL!,Dadd Gulch,HW14 8,DADD,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,14-Aug-17,8,2,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.85,0.16,8.31,1865.64,194.47,12.68,0.12,1.9,6.88,23.6,0.23,4.11,0.02,0,9.94,0.00560232,0.090074,0.09567632,0.06832368,1865.6433,0.004909079,1177.44511,566.1386546,551.3756771,48.49315699,6.430761214,11.92310743,115.9845429,0.39996839,0,206.8592178,2200.810137,2349.888269,4550.698405,-3.275939624,2343.452598,323.2437291,2020.208869,OK,14.87834034,OK,223.4056316,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1315,NFP,#NULL!,1315,#NULL!,LowSheep_Al,#NULL!,Typical,1,Lower Sheep,,LSHEEP,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,,#NULL!,PRE,1,,,,,17-Oct-17,10,3,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,#NULL!,0.9,,1.53,,,,,,,,3.93,0.17,7.27,436.62,50.76,3.04,0.05,1.23,1.63,5.29,0.06,0.99,0.11,0,3.41,0.02,0.04,0.06,0.11,436.62,0.05,263.92,133.88,132.32,31.48,2.66,3.11,27.9,1.73,0,71.09,540.44,564.32,1104.77,-2.16,561.61,100.72,460.89,OK,8.83,OK,55.25,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1317,NFP,#NULL!,1317,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,Pendergrass,PEND,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,17-Oct-17,10,3,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.85,0.16,7.5,572.04,73.15,4.58,0.05,0.94,2.2,6.77,0.08,1.4,0.1,0,5.46,0.02,0.04,0.06,0.09,572.04,0.03,337.97,181.2,199,23.94,2.99,4.21,39.43,1.64,0,113.6,730.93,745.14,1476.07,-0.96,742.11,154.68,587.44,OK,0.92,OK,73.83,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
NFP1318,NFP,#NULL!,1318,#NULL!,HIGHPK,3,,#NULL!,Pendergrass,West Pendergrass,PEND_W,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,POST,17-Oct-17,10,3,2017,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.4,0.19,7.44,505.17,64.35,4.13,0.08,0.99,1.99,6.14,0.08,0.51,0.12,0,5.04,0.03,0.06,0.09,0.1,505.17,0.04,306.19,163.42,179.43,25.22,4.44,4.11,14.37,1.91,0,104.97,630.54,678.73,1309.27,-3.68,674.26,121.26,553,OK,1.29,OK,65.18,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
